timestamp,face_x,face_y,face_w,face_h,face_dist,lp_x,lp_y,lp_size,rp_x,rp_y,rp_size,gaze_x,gaze_y
1759314491.4144967,295,241,191,207,2775.1119142857115,259,205,8.323431282960495,335,206,9.437928058041491,726,1633
1759314491.4874704,290,240,190,208,2748.7590546810243,262,204,10.185505171754135,332,202,9.635475524227754,1164,1624
1759314491.5561187,292,239,190,207,2749.692567940973,263,204,9.96159698218057,332,201,9.215157116711891,1300,1485
1759314491.6234648,290,238,190,209,2727.854519718871,261,204,10.541060556937346,331,201,9.455521126238342,1520,1191
1759314491.68701,290,238,190,208,2739.894744466253,262,203,10.295747387096771,331,200,9.537887579918298,1429,1324
1759314491.7578225,290,238,190,209,2729.156274753307,261,203,10.064695803414565,331,200,9.227843845637826,1434,1309
1759314491.8240342,290,238,190,209,2726.5077151722826,261,203,10.05015367506586,331,200,9.2137089837839,1453,1284
1759314491.8957114,289,238,190,209,2727.607427566503,261,203,9.86155381226636,330,200,9.262512469629195,1414,1338
1759314491.9562173,289,237,192,209,2729.5237121304162,261,204,9.944046498701695,330,200,8.863678515387344,1299,1476
1759314492.02031,289,238,191,208,2779.287926154442,262,203,10.307510382063134,330,200,9.408277370255481,1110,1682
1759314492.0819445,289,236,190,208,2907.1103195422525,264,203,9.728987915469151,328,201,8.658764032976753,659,1925
1759314492.145446,288,236,191,206,2888.702921758675,264,204,10.245099150197534,329,201,8.365815437293397,857,1848
1759314492.211643,289,236,190,206,2910.9059062694732,263,204,9.852273295989512,329,202,8.889263220613593,277,2140
1759314492.2750795,285,228,193,208,2743.6056042290393,257,193,8.723421532151924,323,187,9.427786310613289,1716,489
1759314492.3445039,284,223,197,213,2693.403521870626,258,192,5.785775706100061,324,188,8.445330902039618,1706,529
1759314492.4060347,285,225,195,213,2722.1487292268926,260,193,10.240654578597063,324,187,8.404840849883918,1645,701
1759314492.4932852,286,225,192,213,2696.996652548811,259,191,6.8165208198599485,325,187,7.358194455203494,1556,868
1759314492.5574253,285,225,194,214,2690.2613500923057,258,193,5.215950100857895,325,187,7.25582827667028,1629,682
1759314492.6052547,285,226,194,212,2701.3194605514063,264,193,7.983215722977013,325,187,7.689581912723842,1674,674
1759314492.6833172,285,225,195,213,2681.500930729723,261,193,7.51552420186092,324,187,8.024481595873795,1693,636
1759314492.7484875,285,226,195,214,2681.089918126182,263,193,7.403177456168934,325,187,7.3897053825320915,1702,618
1759314492.8093328,285,226,195,214,2668.5736827454625,260,193,7.153544323825625,325,187,8.494744728648216,1677,695
1759314492.897129,286,226,196,214,2658.9844226918826,260,192,7.0538621913240105,325,187,8.611836239215261,1688,646
1759314492.9611638,285,226,195,213,2659.247711978979,261,192,6.881639051005907,325,187,8.729645006482992,1692,648
1759314493.0207598,286,226,196,215,2654.276370416021,261,193,7.700808592932299,327,187,8.217737039353494,1663,692
1759314493.1030793,286,226,195,213,2677.5115983057153,260,193,7.799082434198816,326,187,8.354735740676766,1662,689
1759314493.169536,287,227,194,212,2697.453793896238,262,191,8.256763206317013,326,188,8.47175741985056,1684,633
1759314493.2315524,287,228,194,211,2736.245763238219,263,194,10.985655851633148,330,190,9.589462545303101,1585,785
1759314493.296985,286,229,195,209,2708.958679732663,255,197,9.478124702403813,326,192,8.777540993609444,1640,818
1759314493.359656,286,229,195,212,2693.8167419035804,255,197,7.6338479541205215,326,191,8.102560157288947,1648,786
1759314493.4226205,285,231,195,208,2831.593129828008,254,201,6.757209110322107,321,194,8.595346026340264,1170,1000
1759314493.503739,285,231,195,209,2907.7058180533254,255,205,7.282099781091006,324,194,9.538950741140548,304,1669
1759314493.5703597,284,231,195,209,2861.7607641991553,255,202,8.22787207029376,323,194,8.970089887551172,1127,1272
1759314493.6338575,285,232,193,209,2884.9417438969576,257,206,7.64749552009322,323,194,9.927019083617251,278,1756
1759314493.697713,287,233,190,209,2822.646823996438,254,209,7.307721244798257,325,197,9.64720227398388,766,1577
1759314493.7626917,288,233,191,208,2780.4400105938266,255,208,7.8762398831081715,325,197,9.38466302443126,619,1687
1759314493.8272607,286,235,190,203,2867.857548912384,267,206,8.128136200784033,330,206,9.246973303417665,1548,1156
1759314493.9077246,289,238,187,203,2860.1677397816857,263,204,8.855253542431928,330,202,8.74688971798656,1458,1279
1759314493.970581,289,240,186,200,2931.6149667713184,266,208,7.35387114498313,331,206,8.197637770417657,1671,957
1759314494.03265,290,238,186,203,2828.5536369475976,263,202,9.456334829208872,330,201,8.433608851167637,1486,1194
1759314494.1119595,291,238,187,205,2778.5086164842405,265,201,9.391340429598577,331,200,9.176133252830365,1598,1093
1759314494.1779048,291,238,187,205,2778.1577512532863,265,201,9.313681235309273,331,201,9.155718279765225,1553,1162
1759314494.2445297,291,238,189,205,2749.7468821293214,265,201,10.37809726993198,331,200,9.012571242859229,1610,1051
1759314494.3027935,290,238,189,208,2723.5698064082353,265,201,9.756253447420628,331,200,9.27383425308365,1678,856
1759314494.36685,291,238,188,208,2701.8393023080976,264,202,10.180024241318005,331,200,9.509367747834332,1670,846
1759314494.4288394,292,237,188,209,2735.708647798613,264,202,10.469188239035342,332,202,8.977797531792675,1539,1153
1759314494.5028903,290,233,188,208,2933.9239822776094,264,204,5.347498993481956,332,201,7.610722637744135,734,1953
1759314494.564607,291,232,188,207,2893.8112981526624,266,197,9.984990591131309,334,202,8.783477288344171,1437,1355
1759314494.6303844,294,220,187,205,2994.1428477013346,267,185,8.399028859729002,331,198,5.856936002720744,-2390,1655
1759314494.6971538,289,218,182,200,2952.414356773682,262,183,8.790343739687053,321,182,7.343479066641048,1346,159
1759314494.761079,289,217,182,195,3026.9349471771957,262,182,9.957359308636175,325,184,7.8632567954645864,932,612
1759314494.8236678,289,217,186,194,2993.493700242073,263,181,9.484114433722606,315,179,7.14407149057683,-427,-30
1759314494.9073248,288,216,185,192,3055.7248716745653,257,183,7.5770713458910945,319,180,6.83380052261824,-861,-1179
1759314494.9757156,287,216,185,191,3080.3925756184353,255,183,8.111245625174517,324,182,6.18833168741662,-653,-1654
1759314495.038506,286,214,186,192,2957.8823484125965,253,179,9.642422187386774,320,177,8.201767992349263,993,-837
1759314495.119706,285,213,187,194,2970.9097575654973,254,177,10.096109780548854,317,175,7.862059221523941,1385,-697
1759314495.1839302,284,212,189,194,2984.106769504076,257,177,9.572714246238982,317,175,7.582246348488396,1027,-886
1759314495.2462976,285,211,188,195,2968.154359071585,256,176,8.711941925119739,314,173,7.859708090673993,1430,-754
1759314495.309329,284,210,189,197,2921.2098816404414,255,176,9.279265654780124,313,173,7.942343398158433,1474,-786
1759314495.378549,284,210,189,199,2894.9860609608095,257,177,8.80154673096598,316,172,8.095081733775274,1711,-416
1759314495.442442,285,213,188,197,2911.610978395116,262,178,8.188181967354145,314,174,7.655503236132163,1642,-566
1759314495.5191538,285,214,186,198,2907.9417890217164,257,177,8.661528374917479,317,175,7.783849253785054,1258,-652
1759314495.5830772,285,213,186,198,2903.7023797797356,256,177,8.68822240535537,318,175,8.003023057617728,1231,-721
1759314495.6425948,284,215,187,198,2888.1591059132384,253,178,9.322520616442514,319,175,7.839561866960086,1345,-834
1759314495.7237523,285,215,187,198,2888.324035496906,253,179,9.1051225194283,319,175,7.638376019338041,962,-960
1759314495.7874432,284,216,187,198,2921.5111498232554,253,179,9.470931356612924,323,178,6.362735722036788,1555,-748
1759314495.849443,285,215,188,199,2864.5810914600825,254,180,10.215577037941124,317,177,8.381292607641395,1690,-376
1759314495.9131339,285,216,188,200,2844.8363691584354,254,180,10.376286797693396,316,177,8.299688309476956,1771,-450
1759314495.9750767,284,216,187,201,2813.1550572652923,254,181,10.69829332313361,318,177,9.628465113842768,1787,-175
1759314496.0393326,284,218,187,200,2926.5819999567143,255,182,10.048495702634616,316,178,8.606435723448268,1767,-332
1759314496.1065195,285,219,186,198,-3149.716283650013,252,189,9.893728627742583,320,181,6.8188664162436154,8107,-2392
1759314496.1705363,285,220,185,198,3020.020196198286,259,193,7.627513260217289,317,182,5.8207038521531205,1222,-1223
1759314496.2361472,286,221,186,198,3036.325039295326,260,191,7.955647265001789,318,185,6.369141168560001,1210,-726
1759314496.3029876,286,221,186,197,3079.2741715177312,257,197,7.323005764489144,319,188,5.934025917127353,873,-987
1759314496.372387,286,222,185,198,3033.451537394032,259,192,8.370543303682267,319,185,6.6363585120247235,766,-615
1759314496.4367175,286,223,186,198,2994.316561888119,263,185,8.650313853800531,319,188,6.398993747042776,1282,-648
1759314496.4980063,286,221,186,197,2984.1505529069877,263,186,9.129503187754834,317,181,7.485969018239363,1349,-568
1759314496.5528793,285,222,187,198,2974.710858875353,261,187,7.928466451842563,319,181,7.502959313412701,778,-491
1759314496.6117883,285,221,187,199,2938.1480840079585,258,183,8.800860502148552,319,181,8.193760769694492,791,-382
1759314496.6772695,286,222,188,198,2954.334952228295,260,182,8.048120546248413,316,183,7.975806104747436,1245,229
1759314496.7407222,287,222,186,199,2879.843800194151,259,182,9.89894422330555,324,186,8.109721382359625,1817,171
1759314496.8024712,287,220,186,201,2858.658383112221,258,183,9.312784893307303,319,183,8.59992566543478,1852,112
1759314496.86629,287,220,188,203,2798.662036586571,260,184,9.435307512011414,324,182,8.808291241837512,1793,287
1759314496.9286892,287,219,187,203,2798.314863348901,261,184,9.529040432615147,325,182,8.32874424531807,1819,96
1759314496.9908733,287,219,188,204,2808.397331173723,261,184,8.964596177200141,325,182,7.895595744366162,1788,0
1759314497.0528705,286,220,189,205,2796.079573691548,262,184,10.088067107345251,324,182,8.06717129510257,1797,-33
1759314497.1383545,287,219,190,206,2800.495266078897,262,185,9.051637964033738,325,182,6.981332473971727,1579,-50
1759314497.2034538,286,220,189,206,2804.0949917009057,262,185,9.04368003784671,324,182,7.6085394510867825,1658,157
1759314497.274421,287,219,188,206,2816.416564532445,261,184,8.616011292866482,323,181,7.179782495700595,1652,118
1759314497.3390903,287,219,188,205,2822.812629375051,261,185,9.4842669355616,324,181,7.03285172522022,1699,161
1759314497.4029276,287,220,187,204,2857.2082310801143,263,184,9.665805798330329,323,181,7.275805149194289,1686,131
1759314497.4653895,287,221,188,204,2829.3666800124615,260,183,9.639861837057806,323,181,6.8050761125184875,1616,319
1759314497.54378,287,221,188,202,2827.177427382732,259,183,9.478185333710565,322,181,6.757183084998817,1548,240
1759314497.611797,287,221,188,202,2821.8108760929813,259,183,9.712589139348271,322,181,6.823278101844239,1619,251
1759314497.6738126,286,222,189,202,2828.1270621419862,258,183,9.969283003746387,321,182,7.83619562760393,1651,280
1759314497.7436385,286,221,187,201,2866.7103419977375,260,183,9.498959808237133,321,182,8.45763126023553,1450,355
1759314497.8087955,287,222,186,200,2891.5316445493404,260,184,9.62325757803717,320,183,8.744327427113001,1472,312
1759314497.8684669,287,223,186,197,2976.44651525353,259,189,8.807900413727968,323,186,7.047628288084679,1676,-156
1759314497.934432,287,221,187,196,2912.9843942239663,257,184,10.467044213500143,322,183,7.840492836463401,1769,152
1759314497.9980228,288,221,186,197,2889.0080827569936,258,183,10.475602495047937,323,183,6.963693783249216,1761,205
1759314498.0722618,288,221,188,196,2940.916946449451,259,188,8.844777290354845,325,182,7.0274501198876145,1794,-98
1759314498.1442006,289,221,187,195,3012.683414693725,259,193,7.568323578362028,327,185,7.253165768933147,1635,41
1759314498.2050087,289,220,187,193,3000.7083157680613,259,190,8.102970498926162,325,182,6.9850742269589166,1831,-256
1759314498.264132,291,220,186,191,3068.342533156481,264,190,7.113310080945211,331,187,7.363469721376942,716,-1253
1759314498.3510423,292,219,184,191,3057.7286669481455,270,186,7.480677214656485,330,182,8.385995541442583,773,-644
1759314498.4161658,292,219,185,191,3055.329908927437,270,185,7.883436012142821,329,183,8.241511250027479,1048,-440
1759314498.4768727,293,219,184,191,3087.8366289685255,273,192,7.85608217663741,331,183,8.48098815555692,746,-473
1759314498.5391273,293,219,184,191,3054.713139025444,269,189,7.705555334097622,331,182,8.773079732590233,987,-206
1759314498.6010687,292,219,185,192,3055.6239904723375,273,187,7.885772268851825,330,182,8.783714895065488,1088,-225
1759314498.6633554,292,219,185,194,3033.99888707583,272,186,7.571950557836647,330,181,7.990031099923972,1802,-63
1759314498.7504625,292,219,186,194,3011.147319151201,271,184,8.921325157198979,331,181,8.789253378123453,1750,53
1759314498.8132148,292,219,186,196,2997.5217335047455,271,185,8.325651536460633,331,182,8.358045279779084,1758,64
1759314498.8839273,291,218,187,198,2913.110871800775,268,179,9.862789978279444,331,181,6.891113415506751,1896,253
1759314498.9457047,291,218,187,200,2842.2065529380034,268,178,9.822040083840044,332,181,6.546044616228283,1899,130
1759314499.0096626,290,218,188,204,2803.4222209932923,265,178,10.639099647054607,331,180,6.957242112630319,1888,15
1759314499.0692976,289,219,191,205,2814.4076047145086,271,178,10.75252447807238,331,181,6.659195458442968,1861,236
1759314499.1455705,289,222,189,203,2875.3421978802985,277,192,10.075830569746172,332,189,9.196068853631921,1761,709
1759314499.2078679,291,222,186,203,2941.1138618472473,276,192,9.292872011553062,334,190,8.950304407481022,1846,544
1759314499.2666206,291,226,187,202,2983.1552586129205,265,201,9.904034365679262,334,199,8.374317616031353,1480,1281
1759314499.329838,292,228,186,202,3013.261480248432,265,200,10.189221273782069,334,198,8.159518620547322,992,1682
1759314499.3983662,291,230,188,205,2945.035641934421,265,204,9.674968948573595,334,201,7.211615045591599,1482,1175
1759314499.466369,293,232,188,207,2864.955121852179,266,203,9.666254460339712,334,201,6.148686076359174,1544,1148
1759314499.5292149,291,233,189,208,2833.843933979488,268,204,9.10822601013026,333,200,6.239625687623171,1665,1005
1759314499.5902784,292,233,188,207,2844.981565720798,275,201,8.474067681001788,334,201,7.154826192615348,1625,1093
1759314499.6549602,292,232,189,207,2831.543922114479,274,201,8.07219441243043,334,201,7.908933479088498,1649,1038
1759314499.7198906,289,233,191,208,2795.8007600242104,272,201,6.6338952986698025,333,200,6.753297068410327,1699,728
1759314499.78289,288,233,196,208,2779.9475749208946,253,201,6.234052743437811,328,198,6.546841808968788,-829,1176
1759314499.843083,289,233,196,208,2779.418825490671,255,202,6.479555629095502,330,200,5.993787603328316,-1276,1276
1759314499.9138525,285,234,195,203,2834.6873302283475,242,197,8.86396777466709,309,196,7.688974072237952,-1805,826
1759314499.9763815,285,235,187,203,2914.020200150359,243,199,8.96383540867519,307,196,9.94840432783702,-3833,681
1759314500.0376155,285,234,187,203,2893.3024074575196,242,197,9.593104987135174,307,195,9.299004055825344,-3652,777
1759314500.0985508,282,233,188,205,2801.3574911683977,241,197,10.777444062476873,305,194,10.318727667747538,-3232,724
1759314500.1599836,280,232,191,206,2802.9081484016765,245,195,9.986043320721745,310,192,7.39950543767833,-2738,891
1759314500.222654,280,231,193,207,2784.123673921521,243,196,9.377215140836903,310,192,7.000873375153329,-3017,1146
1759314500.2852516,280,229,201,209,-2960.737955228576,243,196,7.491678074968883,317,192,5.895982147821972,1398,472
1759314500.3695037,285,233,191,203,2888.692470003648,255,200,8.581540725054522,316,193,8.131771130751394,1350,554
1759314500.4352827,284,234,193,202,2954.043938758633,257,204,8.124042262312306,322,195,10.073402635180717,766,1011
1759314500.4942462,287,234,190,201,2933.4690449706477,261,207,10.108290424388342,330,198,8.615127431396925,1906,341
1759314500.559316,289,233,189,201,2834.7000368606928,270,198,8.78391823210379,333,196,8.355435558329205,1847,263
1759314500.6239574,288,234,191,202,2790.8121295109486,266,198,8.314997566687252,332,194,7.27310143207016,1800,117
1759314500.6929,291,232,186,204,2746.219870823549,274,194,9.865402290689866,338,195,8.372770117856508,1738,268
1759314500.7682703,292,233,186,203,2734.5182619458474,274,192,10.254812661766195,338,196,8.274262089935291,1781,213
1759314500.832711,292,233,186,203,2720.9481734980995,274,193,9.734515443496285,339,194,7.641743278276277,1756,173
1759314500.896249,293,233,184,204,2757.713148803076,276,192,9.412070374996725,339,195,8.04932961735919,1797,259
1759314500.974818,293,232,184,206,2736.786802392633,275,192,10.101627753084108,340,195,9.210212928882118,1788,285
1759314501.0368407,293,232,185,205,2731.5780237485683,276,192,10.087065208466798,340,196,8.862091307281402,1778,291
1759314501.1012905,293,232,185,205,2749.698886175611,276,191,10.635214732055553,340,196,9.621131260569319,1807,312
1759314501.1683667,293,232,185,204,2756.4681390970445,277,192,10.597489803949644,341,195,9.456559837757329,1846,262
1759314501.2332416,294,232,186,204,2752.528607596703,276,192,10.67713287646371,341,195,9.42382734678586,1836,323
1759314501.2952657,293,233,184,203,2794.5678276049784,273,194,9.8512978264346,340,196,9.359388868642439,1842,278
1759314501.380384,291,232,187,206,2697.6704281719585,269,193,9.621195333195674,338,195,7.788493757310317,1812,224
1759314501.4446886,291,232,186,206,2687.299979795769,270,192,9.968548106397112,338,195,7.993854653631009,1789,207
1759314501.511662,290,231,193,211,2637.741235884884,264,195,7.7971217963805834,339,195,4.359525110647003,1818,244
1759314501.576024,287,232,202,212,2681.5902961996408,254,201,9.134946220187013,324,196,5.591403467864455,1051,705
1759314501.6393566,287,231,203,213,2663.4124872599104,254,198,8.038427760809489,328,195,5.798639529823939,1240,978
1759314501.7070737,279,233,201,210,-3041.5782024039568,249,200,8.28679090534891,313,194,6.547189328077046,5753,-2380
1759314501.7758894,281,237,189,202,-3163.248035498612,239,208,8.246343088520078,307,197,9.687902920250645,2283,-201
1759314501.844221,282,236,187,197,2980.145007134926,243,204,7.600979736813296,306,197,9.404041312628589,-3851,-337
1759314501.9062824,278,237,185,196,3006.9901768677837,234,201,7.985166021189156,300,203,8.371836906660176,-4227,428
1759314501.9848197,278,237,186,197,-3163.511500726961,233,202,7.003493154339544,302,205,8.157415563972991,2123,-29
1759314502.0517912,277,237,187,197,-398195251.112611,233,202,6.614643061111934,302,208,6.248169336380632,1892,1001
1759314502.1196022,276,234,190,201,2818.7748089400725,231,201,8.509582695077896,294,193,10.327251411342152,-3240,1022
1759314502.1819456,274,234,191,204,2772.6891126287733,231,201,9.671809961127403,295,191,10.536162534981813,-3274,1234
1759314502.269193,362,234,188,197,2822.0005343426956,346,191,9.640718918368318,407,202,10.273216680198932,2213,1035
1759314502.335169,364,232,191,205,2785.1990235273374,345,193,9.623425952728835,407,203,8.933239375490013,2141,1026
1759314502.3983016,364,232,192,209,2764.2777211110238,345,193,9.575026254058042,406,203,9.011074914041604,2139,900
1759314502.4598272,364,232,193,210,2780.749035737423,345,193,8.967354597594452,406,204,9.253131383037017,2177,945
1759314502.5231416,364,232,193,209,2755.0432476732503,343,192,9.024774419385905,406,203,9.129093661550943,2216,929
1759314502.5862992,363,233,193,208,2757.706811709104,341,192,8.813678626039822,404,203,9.009858023861723,2187,997
1759314502.6523068,363,233,190,207,2759.45891974015,341,192,9.186890942960616,403,203,9.032898493335901,2184,874
1759314502.7124333,364,234,193,206,2762.224819109221,340,192,9.653709542957062,402,204,9.000306371199875,2259,877
1759314502.7771585,364,233,193,207,2758.355064121007,341,192,9.308443961865711,403,203,8.789970730588243,2276,892
1759314502.8433125,364,232,197,210,2728.137005451225,337,190,9.073176990514032,406,201,6.957439733262136,2241,1076
1759314502.9094982,362,231,199,207,2754.480281973137,331,190,7.029803079687875,401,200,7.3024615133135455,-864,1043
1759314502.9952428,359,231,199,206,2744.8907646698704,329,192,7.195755795117497,388,200,7.2767201203761935,-2161,-130
1759314503.0604339,360,231,202,205,2711.3168225482477,330,192,8.130927038762628,390,200,8.034579576566987,-2107,-164
1759314503.1258209,348,234,185,198,3008.5385850998496,308,199,5.223497722931656,368,205,7.476091646102666,-2264,-304
1759314503.1865158,343,232,181,195,3002.3990928498183,299,198,4.856117437093518,366,198,8.20467611362643,-2349,-141
1759314503.2508712,344,231,180,194,2900.8085340719113,303,194,6.256065258288582,363,193,9.576915818158618,-2052,-55
1759314503.309765,342,233,181,194,3137.462214691538,297,203,5.734170161095866,368,208,7.556774326375372,-2397,-183
1759314503.393917,341,230,180,198,2830.202437972494,295,192,9.060375796065063,356,192,10.521346781210623,-1734,350
1759314503.457255,342,230,180,198,2854.275638528159,295,193,9.356075553439716,356,192,10.590148325897784,-1758,315
1759314503.5190244,340,229,179,201,2788.4345045079135,295,193,9.826375325926456,359,191,10.868244551703535,-1697,324
1759314503.6020718,340,228,181,204,2784.973943315121,296,193,8.73211996784972,358,191,10.300384667033589,-1748,336
1759314503.666248,341,228,182,204,2779.8399933985183,296,193,8.664833740770332,358,192,11.162452890271222,-1705,295
1759314503.7304006,341,227,180,203,2847.1319460559375,296,192,9.121916377157541,359,191,9.280885294973388,-1810,366
1759314503.7942317,340,223,178,195,3117.72820263824,299,192,7.51281080265737,361,189,7.618214331919086,-2692,485
1759314503.855284,342,223,180,194,3078.7568633698093,301,193,6.862914541991963,359,189,5.740071120396219,-2692,92
1759314503.9163768,347,216,185,189,3066.0637110507987,315,187,6.311054137966204,379,193,7.005053878483935,-2368,-1866
1759314504.0084834,348,217,185,188,3109.809642145593,312,184,6.527154918289541,389,190,7.566050189128497,-1988,-216
1759314504.071639,348,217,186,187,3150.6202164718447,310,188,5.75713098686697,386,191,7.123168803850931,-2588,-912
1759314504.1359816,349,217,183,188,3083.168272048324,312,186,5.37553312585106,372,189,6.375368719326531,-2700,-1662
1759314504.1971018,350,217,185,190,3015.2867672113975,311,180,6.8266501752049145,388,190,8.073225030690196,-2668,-1744
1759314504.2596216,351,217,186,190,3019.3551225024335,310,182,6.010730467957181,386,190,7.688211452180629,-2594,-1886
1759314504.3215184,349,217,185,191,3064.2472793273473,312,183,5.805315235217351,374,187,7.679125664523649,-2783,-1295
1759314504.3996603,350,217,184,191,3062.2932765936625,313,180,6.2969397377435365,370,185,7.630744246829112,-2788,-950
1759314504.459538,350,217,184,191,3052.9022440679064,313,181,5.942117841723274,367,182,8.101763050715883,-2764,-836
1759314504.5201674,349,216,185,194,3029.15406350039,314,177,7.472227007425767,366,180,7.662890174058811,-2829,-404
1759314504.6077313,350,216,187,196,2933.0670645330692,313,177,7.846083839935436,370,180,10.221335463992247,-2455,-82
1759314504.6749256,350,216,187,197,2893.488169675297,314,177,8.123587511007292,370,179,10.45308282899465,-2454,-57
1759314504.735317,351,217,187,199,2892.3700877622973,318,179,8.49041239349898,368,180,10.45098491049142,-2542,64
1759314504.8020675,351,220,186,196,2967.9892484418356,321,180,8.62126938881309,390,187,9.937274213301121,-2294,607
1759314504.863151,350,220,185,194,3027.0125531703065,319,180,7.7936967412928535,387,188,8.506328753322142,-1428,779
1759314504.9272604,352,220,186,195,3003.9300886785913,324,179,8.0422767137966,387,190,8.164313179214183,-1325,730
1759314505.0092218,353,222,189,197,2999.538138882411,327,181,7.313857018005128,395,193,8.083244443699803,870,840
1759314505.0726144,353,220,189,199,2942.128628080639,325,180,8.291737506397038,393,191,8.433437631765441,595,894
1759314505.147796,356,222,190,202,2875.8336710129456,332,182,7.59191945984879,390,191,9.922458264505988,2217,310
1759314505.2096822,354,225,184,200,2936.5965815738464,329,186,6.205640794065247,390,192,9.910203493781857,2506,-139
1759314505.2737079,355,225,182,195,3054.2339008939866,329,193,6.318316883315033,392,194,8.721112595147021,446,-1833
1759314505.3357954,355,226,183,194,3082.388877822737,323,192,6.713746475040809,386,202,8.884644734111832,-568,-1178
1759314505.4104886,355,227,182,195,-3366.184426770249,327,196,3.8146460523982295,383,201,7.676065436620147,2188,1219
1759314505.480275,355,227,182,196,3054.928289840001,323,192,5.84523749513414,386,200,8.383442377648507,139,-444
1759314505.5414443,355,227,183,196,3088.051754030439,327,189,5.259002747174578,382,201,8.722608933106581,163,-769
1759314505.612285,356,227,186,197,3049.6002839590747,325,189,5.757549302051791,386,200,8.582337286111294,-1596,-1314
1759314505.6780515,356,226,187,199,2976.4359036598644,324,183,7.345778336330262,385,196,8.605526963105431,-497,-95
1759314505.7406561,356,227,188,201,2950.4159680035077,321,188,6.2072591982742855,393,200,6.156136617145807,-1001,-121
1759314505.804995,356,227,189,202,2949.4916532682423,322,186,7.8159708597903315,376,193,6.037141647837866,-1886,436
1759314505.8683476,354,226,187,201,2901.2896674240537,319,186,7.243118672131218,384,195,6.151354734145394,-979,581
1759314505.9292965,354,225,184,204,2920.963794549079,319,187,7.331901802563538,380,193,6.602093428405313,-2370,689
1759314506.0160065,354,224,185,206,2857.3763723927914,320,186,8.136091108303452,384,190,6.534467345494925,-2253,526
1759314506.0796874,355,223,186,207,2839.083417955568,320,186,7.7002495128499575,384,189,6.055342863813903,-2166,466
1759314506.1325598,355,225,186,206,2861.785899102702,322,188,6.415959400046116,384,187,8.455390471675296,-2319,422
1759314506.1875608,355,225,185,203,2858.2373021993417,321,187,7.874325115751454,386,188,7.169579912212084,-2287,234
1759314506.257512,354,223,186,205,2838.780890136702,325,182,7.247867002382179,387,187,8.008921656438162,-2394,599
1759314506.32419,352,223,187,207,2834.1613356980765,325,182,7.739141060411783,386,187,8.456990107832585,1999,1117
1759314506.3869026,354,225,185,203,3161.463001281209,328,197,5.324829192118285,382,197,7.6108505989834,1534,340
1759314506.4475317,355,225,188,199,2975.7906907330294,328,188,7.694713487224979,391,190,7.886441129399136,2092,739
1759314506.510876,355,225,189,198,3002.6887950596774,328,188,7.846859813586461,390,193,7.449189234000584,2290,472
1759314506.57455,356,225,189,197,2973.08319469741,339,186,8.807807102235204,392,193,7.636318393472291,2481,777
1759314506.637261,355,224,187,198,2939.030173677183,335,183,9.311464303813146,394,195,7.2909088813521485,2520,474
1759314506.7036703,356,224,187,199,2958.7236873749066,336,184,8.961801602284527,393,198,7.182471536137557,2666,346
1759314506.7682395,358,225,187,199,3016.9825393519477,338,187,8.293904387317124,393,201,7.143437409842364,2734,335
1759314506.830925,361,224,188,200,2951.44946865765,335,181,9.75910063482419,395,199,6.450829847437568,2706,349
